Pradako ID,Authority,Standard,Title,Lifecycle,File,Authority Hub,Page Source,Previous Path
PRA-SPC-00109,ISO,ISO 10684:2004,Fasteners — Hot dip galvanized coatings,Current-use reference,specifications/iso/iso-10684.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00110,ISO,ISO 15330:1999,Fasteners — Preloading test for the detection of hydrogen embrittlement — Parallel bearing surface method,Current-use reference,specifications/iso/iso-15330.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00111,ISO,ISO 16047:2005,Fasteners — Torque/clamp force testing,Current-use reference,specifications/iso/iso-16047.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00112,ISO,ISO 16048:2003,Passivation of corrosion-resistant stainless-steel fasteners,Current-use reference,specifications/iso/iso-16048.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00113,ISO,ISO 16228:2017,Fasteners — Types of inspection documents,Current-use reference,specifications/iso/iso-16228.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00114,ISO,ISO 16426:2002,Fasteners — Quality assurance system,Current-use reference,specifications/iso/iso-16426.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00115,ISO,ISO 1891-4:2018,"Fasteners — Vocabulary — Part 4: Control, inspection, delivery, acceptance and quality",Current-use reference,specifications/iso/iso-1891-4.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00116,ISO,ISO 4014:2022,Fasteners — Hexagon head bolts — Product grades A and B,Current-use reference,specifications/iso/iso-4014.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00117,ISO,ISO 4017:2022,Fasteners — Hexagon head screws — Product grades A and B,Current-use reference,specifications/iso/iso-4017.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00118,ISO,ISO 4032:2023,Fasteners — Hexagon regular nuts (style 1) — Product grades A and B,Current-use reference,specifications/iso/iso-4032.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00119,ISO,ISO 898-7:1992,Mechanical properties of fasteners — Part 7: Torsional test and minimum torques for bolts and screws with nominal diameters 1 mm to 10 mm,Current-use reference,specifications/iso/iso-898-7.html,specifications/iso/iso-specifications.html,generated_from_master_record,
PRA-SPC-00120,IS,IS 3757:1985,High Strength Structural Bolts,Current-use reference,specifications/is/is-3757.html,specifications/is/is-specifications.html,preserved_enhanced_page,
PRA-SPC-00121,IS,IS 1367 Part 3:2017 / ISO 898-1:2013,"Technical Supply Conditions for Threaded Steel Fasteners Part 3 Mechanical Properties of Fasteners Made of Carbon Steel and Alloy Steel — Bolts, Screws and Studs",Current-use reference,specifications/is/is-1367-part-3-2017-iso-898-1.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00122,IS,IS 1367 Part 5:2018 / ISO 898-5:2012,Technical Supply Conditions for Threaded Steel Fasteners Part 5 Mechanical Properties of Fasteners Made of Carbon Steel and Alloy Steel — Set Screws and Similar Threaded Fasteners with Specified Hardness Classes — Coarse Thread and Fine Pitch Thread,Current-use reference,specifications/is/is-1367-part-5-2018-iso-898-5.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00123,IS,IS 1367 Part 6:2025 / ISO 898-2:2022,Technical Supply Conditions for Threaded Steel Fasteners Part 6 Mechanical Properties of Fasteners Made of Carbon Steel and Alloy Steel — Nuts with Specified Property Classes,Current-use reference,specifications/is/is-1367-part-6-2025-iso-898-2.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00124,IS,IS 1367 Part 7:1980,Technical Supply Conditions for Threaded Steel Fasteners Part 7 Mechanical Properties and Test Methods for Nuts without Specified Proof Loads,Current-use reference,specifications/is/is-1367-part-7.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00125,IS,IS 1367 Part 8:2020 / ISO 2320:2015,Technical Supply Conditions for Threaded Steel Fasteners Part 8 Prevailing Torque Type Steel Nuts — Functional Properties,Current-use reference,specifications/is/is-1367-part-8-2020-iso-2320.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00126,IS,IS 1367 Part 14 Sec 1:2023 / ISO 3506-1:2020,"Technical Supply Conditions for Threaded Steel Fasteners Part 14 Mechanical Properties of Corrosion-Resistant Stainless Steel Fasteners Section 1 Bolts, Screws and Studs with Specified Grades and Property Classes",Current-use reference,specifications/is/is-1367-part-14-sec-1-2023-iso-3506-1.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00127,IS,IS 1367 Part 14 Sec 2:2023 / ISO 3506-2:2020,Technical Supply Conditions for Threaded Steel Fasteners Part 14 Mechanical Properties of Corrosion-Resistant Stainless Steel Fasteners Section 2 Nuts with Specified Grades and Property Classes,Current-use reference,specifications/is/is-1367-part-14-sec-2-2023-iso-3506-2.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00128,IS,IS 1367 Part 14 Sec 3:2018 / ISO 3506-3:2009,Technical Supply Conditions for Threaded Steel Fasteners Part 14 Mechanical Properties of Corrosion-Resistant Stainless-Steel Fasteners Section 3 Set Screws and Similar Fasteners not Under Tensile Stress,Current-use reference,specifications/is/is-1367-part-14-sec-3-2018-iso-3506-3.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00129,IS,IS 1367 Part 14 Sec 4:2023 / ISO 3506-4:2009,Technical Supply Conditions for Threaded Steel Fasteners Part 14 Mechanical Properties of Corrosion Resistant Stainless Steel Fasteners Section 4 Tapping Screws,Current-use reference,specifications/is/is-1367-part-14-sec-4-2023-iso-3506-4.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00130,IS,IS 2062:2011,Hot Rolled Medium and High Tensile Structural Steel — Specification,Current-use reference,specifications/is/is-2062.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00131,IS,IS 4072:1975,Steel for Spring Washers,Current-use reference,specifications/is/is-4072.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00132,IS,IS 7178:2002 / ISO 2702:1992,Heat-Treated Steel Tapping Screws — Mechanical Properties,Current-use reference,specifications/is/is-7178-2002-iso-2702.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00133,IS,IS 1363 Part 1:2019 / ISO 4016,"Hexagon Head Bolts, Screws and Nuts of Product Grade C Part 1 Hexagon Head Bolts",Current-use reference,specifications/is/is-1363-part-1-2019-iso-4016.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00134,IS,IS 1363 Part 2:2018 / ISO 4018,"Hexagon Head Bolts, Screws and Nuts of Product Grade C Part 2 Hexagon Head Screws",Current-use reference,specifications/is/is-1363-part-2-2018-iso-4018.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00135,IS,IS 1363 Part 3:2018 / ISO 4034,"Hexagon Head Bolts, Screws and Nuts of Product Grade C Part 3 Hexagon Nuts",Current-use reference,specifications/is/is-1363-part-3-2018-iso-4034.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00136,IS,IS 1364 Part 1:2023 / ISO 4014:2022,"Hexagon Head Bolts, Screws, and Nuts of Product Grades A and B Part 1 Hexagon Head Bolts",Current-use reference,specifications/is/is-1364-part-1-2023-iso-4014.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00137,IS,IS 1364 Part 2:2023 / ISO 4017:2022,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B Part 2 Hexagon Head Screws",Current-use reference,specifications/is/is-1364-part-2-2023-iso-4017.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00138,IS,IS 1364 Part 3:2026 / ISO 4032:2023,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B Part 3 Hexagon Nuts, Style 1",Current-use reference,specifications/is/is-1364-part-3-2026-iso-4032.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00139,IS,IS 1364 Part 4:2025 / ISO 4035:2023,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B Part 4 Hexagon Nuts, Style 0",Current-use reference,specifications/is/is-1364-part-4-2025-iso-4035.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00140,IS,IS 1364 Part 5:2002 / ISO 4036:1999,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B Part 5 Hexagon Thin Nuts — Product Grade B (Unchamfered)",Current-use reference,specifications/is/is-1364-part-5-2002-iso-4036.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00141,IS,IS 1364 Part 6:2025 / ISO 4033:2023,"Hexagon Head Bolts, Screws and Nuts of Product Grades A and B Part 6 Hexagon Nuts, Style 2",Current-use reference,specifications/is/is-1364-part-6-2025-iso-4033.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00142,IS,IS 1367 Part 1:2014 / ISO 8992:2005,"Technical Supply Conditions for Threaded Steel Fasteners Part 1 General Requirements for Bolts, Screws, Studs and Nuts",Current-use reference,specifications/is/is-1367-part-1-2014-iso-8992.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00143,IS,IS 1367 Part 2:2002 / ISO 4759-1:2000,"Technical Supply Conditions for Threaded Steel Fasteners Part 2 Tolerances for Fasteners — Bolts, Screws, Studs and Nuts — Product Grades A, B and C",Current-use reference,specifications/is/is-1367-part-2-2002-iso-4759-1.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00144,IS,IS 1367 Part 9 Sec 1:1993 / ISO 6157-1:1988,"Technical Supply Conditions for Threaded Steel Fasteners Part 9 Surface Discontinuities Section 1 Bolts, Screws and Studs for General Applications",Current-use reference,specifications/is/is-1367-part-9-sec-1-1993-iso-6157-1.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00145,IS,IS 1367 Part 9 Sec 2:1993 / ISO 6157-3:1988,"Technical Supply Conditions for Threaded Steel Fasteners Part 9 Surface Discontinuities Section 2 Bolts, Screws and Studs for Special Applications",Current-use reference,specifications/is/is-1367-part-9-sec-2-1993-iso-6157-3.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00146,IS,IS 1367 Part 10:2002 / ISO 6157-2:1995,Technical Supply Conditions for Threaded Steel Fasteners Part 10 Surface Discontinuities — Nuts,Current-use reference,specifications/is/is-1367-part-10-2002-iso-6157-2.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00147,IS,IS 1367 Part 11:2024 / ISO 4042:2022,Technical Supply Conditions for Threaded Steel Fasteners Part 11 Electroplated Coating Systems,Current-use reference,specifications/is/is-1367-part-11-2024-iso-4042.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00148,IS,IS 1367 Part 12:1981,Technical Supply Conditions for Threaded Steel Fasteners Part 12 Phosphate Coatings on Threaded Fasteners,Current-use reference,specifications/is/is-1367-part-12.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00149,IS,IS 1367 Part 13:2020 / ISO 10684:2004,Technical Supply Conditions for Threaded Steel Fasteners Part 13 Hot Dip Galvanized Coatings on Threaded Fasteners,Current-use reference,specifications/is/is-1367-part-13-2020-iso-10684.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00150,IS,IS 1367 Part 16:2002 / ISO 8991:1986,Technical Supply Conditions for Threaded Steel Fasteners Part 16 Designation System for Fasteners,Current-use reference,specifications/is/is-1367-part-16-2002-iso-8991.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00151,IS,IS 1367 Part 17:2023 / ISO 3269:2019,"Technical Supply Conditions for Threaded Steel Fasteners Part 17 Inspections, Sampling and Acceptance Procedure",Current-use reference,specifications/is/is-1367-part-17-2023-iso-3269.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00152,IS,IS 1367 Part 18:1996,Industrial Fasteners — Threaded Steel Fasteners — Technical Supply Conditions Part 18 Packaging,Current-use reference,specifications/is/is-1367-part-18.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00153,IS,IS 1367 Part 19:1997 / ISO 3800:1993,"Industrial Fasteners — Threaded Steel Fasteners — Technical Supply Conditions Part 19 Axial Load Fatigue Testing of Bolts, Screws and Studs",Current-use reference,specifications/is/is-1367-part-19-1997-iso-3800.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00154,IS,IS 1367 Part 20:1996 / ISO 898-7:1992,Industrial Fasteners — Threaded Steel Fasteners — Technical Supply Conditions — Mechanical Properties Part 20 Torsional Test and Minimum Torques for Bolts and Screws with Nominal Diameters 1 mm to 10 mm,Current-use reference,specifications/is/is-1367-part-20-1996-iso-898-7.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00155,IS,IS 1573:1986,Electroplated Coatings of Zinc on Iron and Steel,Current-use reference,specifications/is/is-1573.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00156,IS,IS 18480:2025,Self-Tapping Screws — Specification,Current-use reference,specifications/is/is-18480.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00157,IS,IS 2016:1967,Plain Washers,Current-use reference,specifications/is/is-2016.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00158,IS,IS 2269:2006 / ISO 4762:2004,Hexagon Socket Head Cap Screws,Current-use reference,specifications/is/is-2269-2006-iso-4762.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00159,IS,IS 3063:1994,"Single Coil Rectangular Section Spring Washers for Bolts, Nuts and Screws",Current-use reference,specifications/is/is-3063.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00160,IS,IS 4000:1992,High Strength Bolts in Steel Structures — Code of Practice,Current-use reference,specifications/is/is-4000.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00161,IS,IS 4759:1996,Hot-Dip Zinc Coatings on Structural Steel and Other Allied Products,Current-use reference,specifications/is/is-4759.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00162,IS,IS 5369:1975,General Requirements for Plain Washers and Lock Washers,Current-use reference,specifications/is/is-5369.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00163,IS,IS 5372:1975,Taper Washers for Channels (ISMC),Current-use reference,specifications/is/is-5372.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00164,IS,IS 5374:1975,Taper Washers for I-Beams (ISMB),Current-use reference,specifications/is/is-5374.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00165,IS,IS 5624:1993,Foundation Bolts,Current-use reference,specifications/is/is-5624.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00166,IS,IS 6610:1972,Heavy Washers for Steel Structures,Current-use reference,specifications/is/is-6610.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00167,IS,IS 6623:2004,High Strength Structural Nuts,Current-use reference,specifications/is/is-6623.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00168,IS,IS 6639:2005,Hexagon Bolts for Steel Structures,Current-use reference,specifications/is/is-6639.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00169,IS,IS 6649:1985,Hardened and Tempered Washers for High Strength Structural Bolts and Nuts,Current-use reference,specifications/is/is-6649.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00170,IS,IS 6755:1980,Double Coil Helical Spring Washers,Current-use reference,specifications/is/is-6755.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00171,IS,IS 7002:2005,Prevailing Torque Type Steel Hexagon Nuts — Mechanical and Performance Properties,Current-use reference,specifications/is/is-7002.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00172,IS,IS 15488:2004,Zinc Flake Coatings for Protection of Ferrous Components Against Corrosion — Specification,Current-use reference,specifications/is/is-15488.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00173,IS,IS 15628:2005 / ISO 4766:1983,Slotted Set Screws with Flat Point,Legacy / Superseded,specifications/is/is-15628-2005-iso-4766.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00174,IS,IS 15629:2005 / ISO 7434:1983,Slotted Set Screws with Cone Point,Current-use reference,specifications/is/is-15629-2005-iso-7434.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00175,IS,IS 15630:2005 / ISO 7435:1983,Slotted Set Screws with Long Dog Point,Current-use reference,specifications/is/is-15630-2005-iso-7435.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00176,IS,IS 15631:2005 / ISO 7436:1983,Slotted Set Screws with Cup Point,Current-use reference,specifications/is/is-15631-2005-iso-7436.html,specifications/is/is-specifications.html,generated_from_master_record,
PRA-SPC-00177,EN,EN 10025-2:2019,Hot rolled products of structural steels — Part 2: Technical delivery conditions for non-alloy structural steels,Current-use reference,specifications/en/en-10025-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00178,EN,EN 10025-3:2019,Hot rolled products of structural steels — Part 3: Technical delivery conditions for normalized/normalized rolled weldable fine grain structural steels,Current-use reference,specifications/en/en-10025-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00179,EN,EN 10025-4:2019,Hot rolled products of structural steels — Part 4: Technical delivery conditions for thermomechanical rolled weldable fine grain structural steels,Current-use reference,specifications/en/en-10025-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00180,EN,EN 10025-5:2019,Hot rolled products of structural steels — Part 5: Technical delivery conditions for structural steels with improved atmospheric corrosion resistance,Current-use reference,specifications/en/en-10025-5.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00181,EN,EN 10025-6:2019,Hot rolled products of structural steels — Part 6: Technical delivery conditions for flat products of high yield strength structural steels in the quenched and tempered condition,Current-use reference,specifications/en/en-10025-6.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00182,EN,EN 10028-2:2017,Flat products made of steels for pressure purposes — Part 2: Non-alloy and alloy steels with specified elevated temperature properties,Current-use reference,specifications/en/en-10028-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00183,EN,EN 10028-3:2017,"Flat products made of steels for pressure purposes — Part 3: Weldable fine grain steels, normalized",Current-use reference,specifications/en/en-10028-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00184,EN,EN 10028-4:2017,Flat products made of steels for pressure purposes — Part 4: Nickel alloy steels with specified low temperature properties,Current-use reference,specifications/en/en-10028-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00185,EN,EN 10028-5:2017,"Flat products made of steels for pressure purposes — Part 5: Weldable fine grain steels, thermomechanically rolled",Current-use reference,specifications/en/en-10028-5.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00186,EN,EN 10028-6:2017,"Flat products made of steels for pressure purposes — Part 6: Weldable fine grain steels, quenched and tempered",Current-use reference,specifications/en/en-10028-6.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00187,EN,EN 10028-7:2016,Flat products made of steels for pressure purposes — Part 7: Stainless steels,Current-use reference,specifications/en/en-10028-7.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00188,EN,EN 10083-1:2006,Steels for quenching and tempering — Part 1: General technical delivery conditions,Current-use reference,specifications/en/en-10083-1.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00189,EN,EN 10083-2:2006,Steels for quenching and tempering — Part 2: Technical delivery conditions for non-alloy steels,Current-use reference,specifications/en/en-10083-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00190,EN,EN 10083-3:2006,Steels for quenching and tempering — Part 3: Technical delivery conditions for alloy steels,Current-use reference,specifications/en/en-10083-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00191,EN,EN 10084:2008,Case hardening steels — Technical delivery conditions,Current-use reference,specifications/en/en-10084.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00192,EN,EN 10085:2001,Nitriding steels — Technical delivery conditions,Current-use reference,specifications/en/en-10085.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00193,EN,EN 10087:1998,"Free-cutting steels — Technical delivery conditions for semi-finished products, hot-rolled bars and rods",Current-use reference,specifications/en/en-10087.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00194,EN,EN 10088-1,Stainless steels — Part 1: List of stainless steels,Current-use reference,specifications/en/en-10088-1.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00195,EN,EN 10088-2,Stainless steels — Part 2: Technical delivery conditions for sheet/plate and strip of corrosion resisting steels for general purposes,Current-use reference,specifications/en/en-10088-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00196,EN,EN 10088-3,"Stainless steels — Part 3: Technical delivery conditions for semi-finished products, bars, rods, wire, sections and bright products of corrosion resisting steels for general purposes",Current-use reference,specifications/en/en-10088-3.html,specifications/en/en-specifications.html,preserved_enhanced_page,specifications/en/en-10088-3/index.html
PRA-SPC-00197,EN,EN 10088-4,Stainless steels — Part 4: Technical delivery conditions for sheet/plate and strip of corrosion resisting steels for construction purposes,Current-use reference,specifications/en/en-10088-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00198,EN,EN 10088-5,"Stainless steels — Part 5: Technical delivery conditions for bars, rods, wire, sections and bright products of corrosion resisting steels for construction purposes",Current-use reference,specifications/en/en-10088-5.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00199,EN,EN 10089:2002,Hot-rolled steels for quenched and tempered springs — Technical delivery conditions,Current-use reference,specifications/en/en-10089.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00200,EN,EN 10095:1999,Heat resisting steels and nickel alloys,Current-use reference,specifications/en/en-10095.html,specifications/en/en-specifications.html,preserved_enhanced_page,specifications/en/en-10095/index.html
PRA-SPC-00201,EN,EN 10130:2006,Cold rolled low carbon steel flat products for cold forming — Technical delivery conditions,Current-use reference,specifications/en/en-10130.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00202,EN,EN 10250-2,Open die steel forgings for general engineering purposes — Part 2: Non-alloy quality and special steels,Current-use reference,specifications/en/en-10250-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00203,EN,EN 10250-3,Open die steel forgings for general engineering purposes — Part 3: Alloy special steels,Current-use reference,specifications/en/en-10250-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00204,EN,EN 10250-4,Open die steel forgings for general engineering purposes — Part 4: Stainless steels,Current-use reference,specifications/en/en-10250-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00205,EN,EN 10269:2013,Steels and nickel alloys for fasteners with specified elevated and/or low temperature properties,Current-use reference,specifications/en/en-10269.html,specifications/en/en-specifications.html,preserved_enhanced_page,specifications/en/en-10269/index.html
PRA-SPC-00206,EN,EN 10277-2:2008,Bright steel products — Technical delivery conditions — Part 2: Steels for general engineering purposes,Current-use reference,specifications/en/en-10277-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00207,EN,EN 10277-3:2008,Bright steel products — Technical delivery conditions — Part 3: Free-cutting steels,Current-use reference,specifications/en/en-10277-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00208,EN,EN 10277-4:2008,Bright steel products — Technical delivery conditions — Part 4: Case hardening steels,Current-use reference,specifications/en/en-10277-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00209,EN,EN 10277-5:2008,Bright steel products — Technical delivery conditions — Part 5: Steels for quenching and tempering,Current-use reference,specifications/en/en-10277-5.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00210,EN,EN 14399-3:2015,High-strength structural bolting assemblies for preloading — Part 3: System HR — Hexagon bolt and nut assemblies,Current-use reference,specifications/en/en-14399-3.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00211,EN,EN 14399-4:2015,High-strength structural bolting assemblies for preloading — Part 4: System HV — Hexagon bolt and nut assemblies,Current-use reference,specifications/en/en-14399-4.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00212,EN,EN 14399-5:2015,High-strength structural bolting assemblies for preloading — Part 5: Plain washers,Current-use reference,specifications/en/en-14399-5.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00213,EN,EN 14399-6:2015,High-strength structural bolting assemblies for preloading — Part 6: Plain chamfered washers,Current-use reference,specifications/en/en-14399-6.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00214,EN,EN 14399-7:2018,High-strength structural bolting assemblies for preloading — Part 7: System HR — Countersunk head bolt and nut assemblies,Current-use reference,specifications/en/en-14399-7.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00215,EN,EN 14399-8:2018,High-strength structural bolting assemblies for preloading — Part 8: System HV — Hexagon fit bolt and nut assemblies,Current-use reference,specifications/en/en-14399-8.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00216,EN,EN 14399-9:2018,High-strength structural bolting assemblies for preloading — Part 9: System HR or HV — Direct tension indicators for bolt and nut assemblies,Current-use reference,specifications/en/en-14399-9.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00217,EN,EN 14399-1:2015,High-strength structural bolting assemblies for preloading — Part 1: General requirements,Current-use reference,specifications/en/en-14399-1.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00218,EN,EN 14399-2:2015,High-strength structural bolting assemblies for preloading — Part 2: Suitability for preloading,Current-use reference,specifications/en/en-14399-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00219,EN,EN 14399-10:2018,High-strength structural bolting assemblies for preloading — Part 10: System HRC — Bolt and nut assemblies with calibrated preload,Current-use reference,specifications/en/en-14399-10.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00220,EN,EN 15048-1:2016,Non-preloaded structural bolting assemblies — Part 1: General requirements,Current-use reference,specifications/en/en-15048-1.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00221,EN,EN 15048-2:2016,Non-preloaded structural bolting assemblies — Part 2: Fitness for purpose,Current-use reference,specifications/en/en-15048-2.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00222,EN,EN 1661:1997,Hexagon nuts with flange,Current-use reference,specifications/en/en-1661.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00223,EN,EN 1662:1997,Hexagon bolts with flange — Small series,Current-use reference,specifications/en/en-1662.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00224,EN,EN 1663:1997,"Prevailing torque type hexagon nuts with flange, with non-metallic insert",Current-use reference,specifications/en/en-1663.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00225,EN,EN 1664:1997,Prevailing torque type all-metal hexagon nuts with flange,Current-use reference,specifications/en/en-1664.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00226,EN,EN 1666:1997,"Prevailing torque type hexagon nuts with flange, with non-metallic insert, with metric fine pitch thread",Current-use reference,specifications/en/en-1666.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00227,EN,EN 1667:1997,"Prevailing torque type all-metal hexagon nuts with flange, with metric fine pitch thread",Current-use reference,specifications/en/en-1667.html,specifications/en/en-specifications.html,generated_from_master_record,
PRA-SPC-00228,EN ISO,EN ISO 898-1:2013,"Mechanical properties of fasteners made of carbon steel and alloy steel — Part 1: Bolts, screws and studs with specified property classes — Coarse thread and fine pitch thread",Current-use reference,specifications/en-iso/en-iso-898-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
